"id","country","name","sex","president","start_president","end_president","ministry","undersec","start_undersec","end_undersec","party"
345,"Chile","Pedro Pizarro Cañas","man","Sebastián Piñera II",2018-03-11,2022-03-11,"Trabajo y Prevision Social","Previsión Social",2019-11-19,NA,"RN"
346,"Chile","Alberto Dougnac Labatut","man","Sebastián Piñera II",2018-03-11,2022-03-11,"Salud","Redes Asistenciales",2020-11-03,NA,"NP"
347,"Chile","Arturo Zúñiga Jory","man","Sebastián Piñera II",2018-03-11,2022-03-11,"Salud","Redes Asistenciales",2019-07-11,2020-11-03,"NP"
348,"Chile","Luis Castillo Fuenzalida","man","Sebastián Piñera II",2018-03-11,2022-03-11,"Salud","Redes Asistenciales",2018-08-10,2019-07-11,"NP"
349,"Chile","Rodrigo Yáñez Benítez","man","Sebastián Piñera II",2018-03-11,2022-03-11,"Relaciones Exteriores","Relaciones Económicas",2019-07-01,NA,"NP"
350,"Chile","Edgardo Riveros Marín","man","Michelle Bachelet II",2014-03-11,2018-03-11,"Relaciones Exteriores","Relaciones Exteriores",2014-03-11,2018-03-11,"PDC"
351,"Chile","Alfonso Silva Navarro","man","Sebastián Piñera II",2018-03-11,2022-03-11,"Relaciones Exteriores","Relaciones Exteriores",2018-03-11,2018-08-10,"NP"
352,"Chile","Jaime Burrows Oyarzún","man","Michelle Bachelet II",2014-03-11,2018-03-11,"Salud","Salud Pública",2014-03-11,2018-03-11,"PDC"
353,"Chile","Miguel Candia Irarrázabal","man","Michelle Bachelet II",2014-03-11,2018-03-11,"SEGEGOB","SEGEGOB",2016-07-08,2016-10-26,"PRSD"
354,"Chile","Omar Jara Aravena","man","Michelle Bachelet II",2014-03-11,2018-03-11,"SEGEGOB","SEGEGOB",2016-10-26,2018-03-11,"PDC"
355,"Chile","Osvaldo Soto Valdivia","man","Michelle Bachelet II",2014-03-11,2018-03-11,"SEGEGOB","SEGEGOB",2015-06-24,2016-07-08,"PRSD"
356,"Chile","Víctor Maldonado Roldán","man","Michelle Bachelet II",2014-03-11,2018-03-11,"SEGPRES","SEGPRES",2017-09-05,2018-03-11,"PDC"
357,"Chile","Juan Eduardo Faúndez Molina","man","Michelle Bachelet II",2014-03-11,2018-03-11,"Desarrollo Social","Servicios Sociales",2014-03-11,2018-03-11,"PPD"
358,"Chile","Rodolfo Baier Esteban","man","Michelle Bachelet II",2014-03-11,2018-03-11,"SEGEGOB","SEGEGOB",2014-03-11,2015-06-24,"PRSD"
359,"Chile","Emardo Hantelmann Godoy","man","Sebastián Piñera II",2018-03-11,2022-03-11,"SEGEGOB","SEGEGOB",2018-03-11,NA,"RN"
360,"Chile","Juan José Ossa Santa Cruz ","man","Sebastián Piñera II",2018-03-11,2022-03-11,"SEGPRES","SEGPRES",2020-01-01,2021-01-06,"RN"
361,"Chile","Máximo Pavez Cantillano","man","Sebastián Piñera II",2018-03-11,2022-03-11,"SEGPRES","SEGPRES",2021-01-06,NA,"UDI"
362,"Chile","Gabriel de la Fuente Acuña","man","Michelle Bachelet II",2014-03-11,2018-03-11,"SEGPRES","SEGPRES",2016-10-26,2017-08-31,"PS"
363,"Chile","Claudio Alvarado Andrade","man","Sebastián Piñera II",2018-03-11,2022-03-11,"SEGPRES","SEGPRES",2018-03-11,2019-11-04,"UDI"
364,"Chile","Juan Francisco Galli Basili","man","Sebastián Piñera II",2018-03-11,2022-03-11,"SEGPRES","SEGPRES",2019-11-04,2020-01-01,"RN"
365,"Chile","Sebastián Villarreal Bardet","man","Sebastián Piñera II",2018-03-11,2022-03-11,"Ministerio de Desarrollo Social y Familia","Servicios Sociales",2018-03-11,2021-05-04,"EVO"
366,"Chile","Rodrigo Ramírez Pino ","man","Michelle Bachelet II",2014-03-11,2018-03-11,"Transporte y Telecomunicaciones","Telecomunicaciones",2016-10-26,2018-03-11,"PPD"
367,"Chile","Ricardo Cifuentes Lillo ","man","Michelle Bachelet II",2014-03-11,2018-03-11,"Interior y Seguridad Pública","SUBDERE",2014-03-11,2018-03-11,"PDC"
368,"Chile","Claudio Alvarado Andrade","man","Sebastián Piñera II",2018-03-11,2022-03-11,"Interior y Seguridad Pública","SUBDERE",2019-11-04,2020-06-04,"UDI"
369,"Chile","Felipe Salaberry Soto","man","Sebastián Piñera II",2018-03-11,2022-03-11,"Interior y Seguridad Pública","SUBDERE",2018-03-11,2019-10-01,"UDI"
370,"Chile","Juan Manuel Masferrer","man","Sebastián Piñera II",2018-03-11,2022-03-11,"Interior y Seguridad Pública","SUBDERE",2020-06-04,2020-11-20,"UDI"
371,"Chile","Pedro Huichalaf Roa","man","Michelle Bachelet II",2014-03-11,2018-03-11,"Transporte y Telecomunicaciones","Telecomunicaciones",2014-03-11,2016-10-26,"PPD"
372,"Chile","Francisco Javier Díaz Verdugo","man","Michelle Bachelet II",2014-03-11,2018-03-11,"Trabajo y Prevision Social","Trabajo",2014-03-11,2018-03-11,"PS"
373,"Chile","Cristián Bowen Garfias","man","Michelle Bachelet II",2014-03-11,2018-03-11,"Transporte y Telecomunicaciones","Transporte",2014-03-11,2016-10-18,"PDC"
374,"Chile","Fernando Arab Verdugo","man","Sebastián Piñera II",2018-03-11,2022-03-11,"Trabajo y Prevision Social","Trabajo",2018-03-11,NA,"NP"
375,"Chile","Carlos Melo Riquelme","man","Michelle Bachelet II",2014-03-11,2018-03-11,"Transporte y Telecomunicaciones","Transporte",2016-10-18,2018-03-11,"PDC"
376,"Chile","Jaime Romero Álvarez","man","Michelle Bachelet II",2014-03-11,2018-03-11,"Vivienda","Vivienda",2014-03-11,2016-10-26,"PS"
377,"Chile","José Luis Domínguez Covarrubias","man","Sebastián Piñera II",2018-03-11,2022-03-11,"Transporte y Telecomunicaciones","Transporte",2018-03-11,NA,"NP"
378,"Chile","María Navarro Barriga","woman","Sebastián Piñera II",2018-03-11,2022-03-11,"Bienes Nacionales","Bienes Nacionales",2019-11-04,2019-11-11,"NP"
379,"Chile","Ana Tironi Barrios","woman","Michelle Bachelet II",2014-03-11,2018-03-11,"Consejo Nacional de la Cultura y las Artes","Cultura",2016-04-06,2018-03-11,"NP"
380,"Chile","José Luis Uriarte Campos","man","Sebastián Piñera II",2018-03-11,2022-03-11,"Economía, Fomento y Turismo","Turismo",2020-06-12,NA,"UDI"
381,"Chile","Lilia Concha Carreño","woman","Michelle Bachelet II",2014-03-11,2018-03-11,"Consejo Nacional de la Cultura y las Artes","Cultura",2014-03-11,2015-10-30,"MAS"
382,"Chile","Guillermo Rolando Vicente","man","Sebastián Piñera II",2018-03-11,2022-03-11,"Vivienda","Vivienda",2018-03-11,NA,"NP"
383,"Chile","Nicole Sáez Pañero","woman","Michelle Bachelet II",2014-03-11,2018-03-11,"Deportes","Deportes",2014-03-11,2018-03-11,"PDC"
384,"Chile","Alejandra Bravo Hidalgo","woman","Sebastián Piñera II",2018-03-11,2022-03-11,"Bienes Nacionales","Bienes Nacionales",2018-03-11,2019-11-04,"PRI"
385,"Chile","Carolina Torrealba Ruiz-Tagle","woman","Sebastián Piñera II",2018-03-11,2022-03-11,"Ciencia, Tecnología, Conocimiento e Innovación","Ciencia, Tecnología, Conocimiento e Innovación",2018-12-17,NA,"NP"
386,"Chile","María Isabel Díaz Pérez ","woman","Michelle Bachelet II",2014-03-11,2018-03-11,"Educación","Educación Parvularia",2015-10-27,2018-03-11,"PS"
387,"Chile","Jimena Jara Quilodrán","woman","Michelle Bachelet II",2014-03-11,2018-03-11,"Energía","Energía",2014-03-11,2018-03-11,"PPD"
388,"Chile","Paulina Vodanovic Rojas","woman","Michelle Bachelet II",2014-03-11,2018-03-11,"Defensa Nacional","Fuerzas Armadas",2015-09-21,2018-03-11,"PS"
389,"Chile","Macarena Lobos Palacios","woman","Michelle Bachelet II",2014-03-11,2018-03-11,"Hacienda","Hacienda",2017-09-05,2018-03-11,"NP"
390,"Chile","Lorena Fries Monleón","woman","Michelle Bachelet II",2014-03-11,2018-03-11,"Ministerio de Justicia y Derechos Humanos","Derechos Humanos",2016-09-11,2018-03-11,"PS"
391,"Chile","Lorena Recabarren Silva","woman","Sebastián Piñera II",2018-03-11,2022-03-11,"Ministerio de Justicia y Derechos Humanos","Derechos Humanos",2018-03-11,NA,"EVO"
392,"Chile","Natalia Piergentili Domenech","woman","Michelle Bachelet II",2014-03-11,2018-03-11,"Economía, Fomento y Turismo","Economía",2016-02-01,2018-03-11,"PPD"
393,"Chile","Katia Trusich Ortiz","woman","Michelle Bachelet II",2014-03-11,2018-03-11,"Economía, Fomento y Turismo","Economía",2014-03-11,2016-01-04,"PPD"
394,"Chile","Valentina Quiroga Canahuate","woman","Michelle Bachelet II",2014-03-11,2018-03-11,"Educación","Educación",2014-03-11,2018-03-11,"NP"
395,"Chile","María Jesús Honorato Errázuriz","woman","Sebastián Piñera II",2018-03-11,2022-03-11,"Educación","Educación Parvularia",2021-01-04,NA,"NP"
396,"Chile","María José Castro Rojas","woman","Sebastián Piñera II",2018-03-11,2022-03-11,"Educación","Educación Parvularia",2018-03-11,2021-01-04,"NP"
397,"Chile","Bernarda Pérez Carrillo","woman","Michelle Bachelet II",2014-03-11,2018-03-11,"SERNAM","Mujer y Equidad de Género",2016-02-01,2018-03-11,"IC"
398,"Chile","María José Abud Sittler","woman","Sebastián Piñera II",2018-03-11,2022-03-11,"Mujer y Equidad de Género","Mujer y Equidad de Género",2021-01-26,NA,"NP"
399,"Chile","Heidi Berner Herrera","woman","Michelle Bachelet II",2014-03-11,2018-03-11,"Desarrollo Social","Evaluación Social",2014-03-11,2018-03-11,"NP"
400,"Chile","Alejandra Candia Díaz","woman","Sebastián Piñera II",2018-03-11,2022-03-11,"Ministerio de Desarrollo Social y Familia","Evaluación Social",2018-03-11,NA,"NP"
401,"Chile","Jeannette Jara Román","woman","Michelle Bachelet II",2014-03-11,2018-03-11,"Trabajo y Prevision Social","Previsión Social",2016-10-26,2018-03-11,"PCCh"
402,"Chile","Julia Urquieta Olivares","woman","Michelle Bachelet II",2014-03-11,2018-03-11,"Trabajo y Prevision Social","Previsión Social",2015-06-27,2016-10-26,"PCCh"
403,"Chile","Ana Gisela Alarcón Rojas","woman","Michelle Bachelet II",2014-03-11,2018-03-11,"Salud","Redes Asistenciales",2016-02-01,2018-03-11,"NP"
404,"Chile","Angélica Verdugo Sobral ","woman","Michelle Bachelet II",2014-03-11,2018-03-11,"Salud","Redes Asistenciales",2014-03-11,2015-11-09,"PS"
405,"Chile","Carolina Cuevas Merino","woman","Sebastián Piñera II",2018-03-11,2022-03-11,"Mujer y Equidad de Género","Mujer y Equidad de Género",2018-03-11,2021-01-26,"RN"
406,"Chile","Blanquita Honorato Lira ","woman","Sebastián Piñera II",2018-03-11,2022-03-11,"Ministerio de Desarrollo Social y Familia","Niñez",2021-01-06,NA,"NP"
407,"Chile","Carol Bown Sepúlveda","woman","Sebastián Piñera II",2018-03-11,2022-03-11,"Ministerio de Desarrollo Social y Familia","Niñez",2018-04-12,2021-01-06,"UDI"
408,"Chile","Alicia Gallardo Lagno","woman","Sebastián Piñera II",2018-03-11,2022-03-11,"Economía, Fomento y Turismo","Pesca",2021-01-06,NA,"NP"
409,"Chile","Katherine Martorell Awad","woman","Sebastián Piñera II",2018-03-11,2022-03-11,"Interior y Seguridad Pública","Prevención del Delito",2018-03-11,2021-08-17,"RN"
410,"Chile","María José Gómez","woman","Sebastián Piñera II",2018-03-11,2022-03-11,"Interior y Seguridad Pública","Prevención del Delito",2021-08-17,NA,"NP"
411,"Chile","María José Zaldívar Larraín","woman","Sebastián Piñera II",2018-03-11,2022-03-11,"Trabajo y Prevision Social","Previsión Social",2018-03-11,2019-10-28,"NP"
412,"Chile","Patricia Silva Meléndez","woman","Michelle Bachelet II",2014-03-11,2018-03-11,"SEGPRES","SEGPRES",2014-03-11,2016-10-26,"PS"
413,"Chile","Gloria Burgos Marabolí","woman","Sebastián Piñera II",2018-03-11,2022-03-11,"Salud","Redes Asistenciales",2018-03-11,2018-08-10,"NP"
414,"Chile","Carolina Valdivia Torres","woman","Sebastián Piñera II",2018-03-11,2022-03-11,"Relaciones Exteriores","Relaciones Exteriores",2018-08-10,NA,"NP"
415,"Chile","Paula Daza Narbona","woman","Sebastián Piñera II",2018-03-11,2022-03-11,"Salud","Salud",2018-03-11,NA,"NP"
416,"Chile","Gloria Maira Vargas","woman","Michelle Bachelet II",2014-03-11,2018-03-11,"SERNAM","SERNAM",2014-03-11,2015-12-30,"IC"
417,"Chile","María Paz Troncoso Pulgar","woman","Sebastián Piñera II",2018-03-11,2022-03-11,"Interior y Seguridad Pública","SUBDERE",2020-11-21,NA,"NP"
418,"Chile","Erich Schnake Walker","man","Michelle Bachelet II",2014-03-11,2018-03-11,"Minería","Minería",2016-10-18,2018-03-11,"PPD"
419,"Chile","Pamela Gidi Masías","woman","Sebastián Piñera II",2018-03-11,2022-03-11,"Transporte y Telecomunicaciones","Telecomunicaciones",2018-03-11,NA,"NP"
420,"Chile","Iván Leonhardt Cárdenas","man","Michelle Bachelet II",2014-03-11,2018-03-11,"Vivienda","Vivienda",2016-10-26,2018-03-11,"PS"
421,"Chile","Javiera Montes Cruz","woman","Michelle Bachelet II",2014-03-11,2018-03-11,"Economía, Fomento y Turismo","Turismo",2014-03-11,2018-03-11,"PS"
422,"Chile","Mónica Zalaquett Said","woman","Sebastián Piñera II",2018-03-11,2022-03-11,"Economía, Fomento y Turismo","Turismo",2018-03-11,2020-06-09,"UDI"
423,"Chile","Andrea Balladares","woman","Sebastián Piñera II",2018-03-11,2022-03-11,"Ministerio de Desarrollo Social y Familia","Servicos Sociales",2021-05-06,NA,"RN"
